ID,Gender,Age,Marital Status,Job,Employment Status,Your Phone Model,Your bank information,How many years you are using internet banking application,How many years you are using mobile banking application,Do you find mobile application user-friendly,Internet banking usage frequency,Mobile banking usage frequency,Credit card debt inquiry,Credit card debt payment,Credit card limit transactions,Create & delete virtual card,Virtual card limit transactions,An additional new card application,Opening a new account,Balance check,Loan transaction,Transfer money to previously transferred account.,Transfer money to new account.,Invoice payment (If it is automatic payment than choose once in a day),Government payments,GSM transactions,Rent payment,Lottery transactions,HGS / OGS transactions,Tax / penalty transactions,SGK transactions,Bill transactions,Salary payment,Investment account transactions,Foreign money exchange transactions,Gold transactions,Investment fund transactions,Stock transactions,Public offering operations,Repo transactions,Bond transactions,Instant stock exchange transactions,Consumer credit usage,My credit accounts,Applying for mortgage ,Applying for car loan,Findeks risk report,New card application,New account opening,Request status,Foreign exchange calculation,Loan calculation,Make an appointment at a bank branch,Donate transactions,View payment schedule,View bank campaigns,Mobile signature use,Communicating with the bank
74,Woman,50+,Single, public servant,Public institution ,,Akbank,0-5,3,Yes,Several times in a month,Several times in a month,Never,Once in a month,Never,Never,Never,Never,Never,Once in a month,Never,Several times in a month,Once or several times a year,Once in a day,Once in a month,Once in a month,Once in a month,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Never,Never,Once or several times a year
75,,45-50,Single,,Public institution ,Samsung,Ziraat,5-10,6,Yes,Several times in a month,Several times in a week,Once in a month,Once in a month,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,,,Once or several times a year,Once or several times a year,,Once in a month,Once in a month,Once in a month,Once or several times a year,Once in a month,Once in a month,Once or several times a year,Once or several times a year,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once in a month,Several times in a month,Once in a month,Once or several times a year,Once in a month,Once in a month
76,,45-50,Single,,Public institution ,Samsung,Garanti,5-10,6,Yes,Several times in a month,Several times in a week,Once in a month,Once in a month,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,,,Once or several times a year,Once or several times a year,,Once in a month,Once in a month,Once in a month,Once or several times a year,Once in a month,Once in a month,Once or several times a year,Once or several times a year,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once in a month,Several times in a month,Once in a month,Once or several times a year,Once in a month,Once in a month
77,Woman,45-50,Married, public servant,Public institution ,Iphone,Garanti,5-10,3,Yes,Once in a month,Once in a month,Once in a week,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Several times in a month,I Prefer Internet Banking,Several times in a month,Once in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never
78,Man,25-30,Single, public servant,Public institution ,Samsung S3,Vakifbank,0-5,3,Yes,Several times in a day,Several times in a day,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Once in a week,Never,Once or several times a year,Several times in a month,Once in a month,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
79,Man,25-30,Single, public servant,Public institution ,Samsung S3,Ziraat,0-5,3,Yes,Several times in a day,Several times in a day,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Once in a week,Never,Once or several times a year,Several times in a month,Once in a month,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
80,,50+,Married,,Public institution ,Iphone,Halk Bank,0-5,6,No,Several times in a week,,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
81,Man,,, public servant,Public institution ,Iphone,Halk Bank,0-5,3,No,Once in a month,Once in a month,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82,,25-30,Single, public servant,Public institution ,Samsung,Ziraat,0-5,3,No,Several times in a month,Several times in a month,Several times in a month,Once in a month,Once in a month,Never,Never,Never,Never,Once in a month,Once or several times a year,Never,Never,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
83,Woman,41-45,Single, public servant,Public institution ,Iphone,Isbank,5-10,6,Yes,Once in a month,Several times in a day,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Several times in a month,Once in a month,Once in a month,Once in a month,Several times in a day,Several times in a day,Never,Once in a month,Never,Never,Never,Never,Never,Never,Several times in a day,Once in a day,Once or several times a year,Several times in a day,Several times in a week,-,-,-,-,-,-,-,-,-,-,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,Once or several times a year,-,Once or several times a year,Once in a day,Once in a day,Several times in a day,Several times in a month
84,Woman,25-30,Married,,Private sector,Iphone 7,-,0-5,,No,Several times in a day,Several times in a day,Once in a month,Once in a month,Several times in a month,Never,Never,Never,Never,Once in a month,Never,Several times in a month,Once or several times a year,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,Once or several times a year,Never,Once or several times a year,Once in a day,Once in a day,Never,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
85,Man,25-30,Married,chemist,Not working ,VODEFONE SMART 6,-,0-5,3,Yes,Once or several times a year,Once or several times a year,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,-,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
86,Woman,45-50,Married,teacher,Public institution ,Iphone 6+,-,0-5,3,No,Several times in a month,Several times in a month,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Several times in a month,Never,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
87,Man,36-40,Married,teacher,Public institution ,Nokia E5,-,0-5,3,No,Several times in a month,Several times in a month,Several times in a week,Once in a month,Once in a week,Never,Never,Never,Never,Several times in a week,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Never,Never
88,Man,50+,Married,public servant,Public institution ,L G,-,0-5,3,No,Once in a month,Once in a month,Once in a month,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
89,Woman,31-35,Married,Not working ,Not working ,Samsung,-,,3,No,Several times in a month,Once in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
90,Man,25-30,Single, public servant,Public institution ,Sony,-,0-5,3,Yes,Once in a month,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Never,Never
91,Man,36-40,Married,,Private sector,Samsung Note 5,-,,7,Yes,Once in a month,Once in a week,Once in a week,Once in a month,Once or several times a year,Never,Never,Never,I Prefer Internet Banking,Several times in a month,Once in a month,Once in a week,Several times in a month,Several times in a day,Several times in a month,Never,Never,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
92,,36-40,Married,Not working ,Not working ,,-,Never,0,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never
93,Man,31-35,Married,Miner worker,Public institution ,Samsung J5,-,5-10,6,Yes,Once in a day,Once in a day,Once in a month,Once in a month,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Once in a month,Never,Several times in a day,Never,Several times in a day,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never
94,Man,50+,Married,Machine engineer,Private sector,VODEFONE SMART 6,-,5-10,6,Yes,Once in a week,Several times in a week,I Prefer Internet Banking,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Never,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Several times in a day,Several times in a day,Once in a month,Once in a month,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
95,Man,20-24,Single,,Private sector,Asus ZenFone,Garanti,0-5,3,Yes,Once in a week,Several times in a week,Several times in a month,Once in a month,Once in a month,Never,Never,Never,Never,Once in a week,Once or several times a year,Never,Never,Never,Once or several times a year,Once in a month,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
96,Woman,41-45,Married,teacher,Public institution ,Smartphone,-,Never,0,No,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
97,Woman,31-35,Married,Teacher,Public institution ,Smartphone,-,0-5,0,No,Several times in a month,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,-,-,-,-,Never,Never,Never,Never,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
98,Woman,20-24,Single,teacher,,General Mobile,-,0-5,3,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
99,Woman,36-40,Married,,Public institution ,General Mobile,,Never,0,No,Never,Never,Once or several times a year,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking
100,Man,25-30,Married,teacher,Public institution ,Samsung,-,5-10,6,Yes,Once in a day,Several times in a month,Never,Once in a month,Once in a month,Once in a month,Once or several times a year,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Once in a month,Once in a month,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Once in a month,Once or several times a year,I Prefer Internet Banking
101,Man,31-35,Married,teacher,Public institution ,Iphone 4S,-,5-10,6,Yes,Several times in a week,Several times in a week,Several times in a week,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Several times in a week,Once or several times a year,Several times in a month,Once or several times a year,Several times in a day,Once or several times a year,Never,Once in a month,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never
102,Man,25-30,Married,teacher,Public institution ,Smartphone,-,5-10,6,Yes,Once in a day,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Once in a month,Never,Never,Once in a month,Never,Once in a month,Once in a month,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Once in a month,Once in a month,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never
103,Man,36-40,Married,teacher,Public institution ,Samsung A5,-,5-10,3,No,Several times in a week,Several times in a week,Never,,Never,Never,Never,Never,Never,Once in a week,Never,Several times in a month,Several times in a month,Never,Once in a month,Once in a month,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Once in a month,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
104,Woman,25-30,Married,,Public institution ,Iphone S5,-,0-5,0,No,Several times in a month,,-,,,,,,,,,,,,,,,,I Prefer Internet Banking,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
105,Woman,25-30,Single,teacher,Public institution ,Lenovo A7010,-,5-10,3,No,Several times in a month,Several times in a week,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Several times in a month,Never,Several times in a month,Several times in a month,Several times in a week,Once or several times a year,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Once in a month,Never,I Prefer Internet Banking,Never,Never,Never,-,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
106,Woman,25-30,Single,teacher,Public institution ,Samsung  S3,-,Never,0,No,Never,Never,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
107,Man,36-40,Single,teacher,Public institution ,Samsung,-,Never,0,No,Never,Never,-,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
108,Woman,31-35,Single,,Public institution ,Samsung Note 2,-,5-10,0,No,Several times in a month,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,-,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,Never,Once or several times a year,Several times in a month,Never,Never,Never
109,Woman,31-35,Married,,Public institution ,LG G3,-,,,No,Several times in a week,Several times in a week,Several times in a month,Once in a month,Once in a month,Never,Never,Never,Never,Several times in a month,Never,Several times in a month,Once or several times a year,Once in a day,Once or several times a year,Several times in a month,Never,Never,Once or several times a year,I Prefer Internet Banking,Never,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
110,Woman,31-35,Married,teacher,Public institution ,Smartphone,-,,0,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
111,Woman,31-35,Married,,Public institution ,Xiaomi mi 5,-,0-5,0,No,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
112,Woman,31-35,Single,teacher,Public institution ,Smartphone,-,Never,0,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Once or several times a year,Never,Never
113,Woman,31-35,Married,teacher,Public institution ,Iphone,-,5-10,3,No,Several times in a month,Several times in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Once in a month,Once in a month,Once in a month,Several times in a month,Once in a month,Never,Once in a month,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,-,Once in a month,Once or several times a year,-,Once in a month,Once or several times a year,Once or several times a year,Once in a month,Once in a month
114,Woman,36-40,Married,teacher,Public institution ,Iphone 6,-,0-5,3,No,Once in a month,Once in a month,Once in a month,Once in a month,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Once in a week,Once in a week,Several times in a month,Once in a month,Several times in a month,,Several times in a week,Several times in a week,Several times in a week,Several times in a week,Once in a month,Once in a month,Once or several times a year,Once or several times a year,Once in a month,Once in a month,-,Once or several times a year,Once in a month,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
115,Woman,31-35,Married,teacher,Public institution ,Iphone 6,-,10-15,3,NO,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Once or several times a year,Once in a month,Once in a month,-,Once or several times a year,-,Once or several times a year,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
116,Man,41-45,Married,teacher,Public institution ,Huawei 6205,-,Never,0,NO,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
117,Man,31-35,Married,teacher,Public institution ,,,Never,0,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
118,Woman,36-40,Married,teacher,Public institution ,Samsung 7+ Edge,,Never,0,NO,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never
119,Woman,31-35,Married,teacher,Public institution ,Iphone 5,-,0-5,6,Yes,Once in a day,Once in a week,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,,Never,Never,,Several times in a month,I Prefer Internet Banking,Several times in a month,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a month,Several times in a month,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
120,Man,36-40,Married,,Public institution ,Samsung,,Never,0,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,Never,Once or several times a year,Once or several times a year,Never,Never,Several times in a month,Never,Never,Never
121,Woman,25-30,Married,teacher,Public institution ,Iphone 7,-,5-10,6,No,Several times in a week,Several times in a week,Once in a week,Once in a month,Never,Never,Never,Never,Never,Once in a week,Never,Once in a week,Once or several times a year,Several times in a day,Once in a month,Once in a month,Never,Never,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
122,Woman,41-45,Married,teacher,Public institution ,Iphone 6+,-,0-5,6,Yes,Several times in a month,Never,I Prefer Internet Banking,I Prefer Internet Banking,,,,,,I Prefer Internet Banking,,I Prefer Internet Banking,,I Prefer Internet Banking,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,Several times in a month,Never,Never,Never,Never,-,Never,Never,Never,Never,Never,Never,Several times in a month,Once or several times a year,Once or several times a year,Never,Once or several times a year
123,Man,31-35,Married,teacher,Public institution ,Iphone 7,-,5-10,6,Yes,Several times in a month,Once in a week,Once in a month,Once in a month,Several times in a month,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a month,Never,Once or several times a year,Once or several times a year,Once in a month,I Prefer Internet Banking,Once in a month,Never,Never,Never,Once or several times a year,Never,Never,Never,Once in a month,Never,Once in a month,Never,Never,-,-,-,-,-,-,-,-,-,-,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once in a month,I Prefer Internet Banking,Once in a month,Once in a month,I Prefer Internet Banking,Once or several times a year
124,Woman,25-30,Married,teacher,Public institution ,Samsung Note 2,-,5-10,6,Yes,Several times in a month,Several times in a month,Several times in a week,Once in a month,Several times in a month,Never,Never,I Prefer Internet Banking,Never,Several times in a month,Several times in a month,Several times in a month,Several times in a month,,Once in a month,Once in a month,Once in a month,,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,-,-,I Prefer Internet Banking,Once in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
125,Woman,36-40,Married,Engineer,Self-employed ,Genaral Mobile,Akbank,10+,6,Yes,Several times in a month,Several times in a month,Once in a month,Once in a month,Once in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Several times in a month,Once or several times a year,Several times in a day,Once in a month,Once in a month,Once in a month,Several times in a month,Several times in a month,Never,Never,Never,Once in a month,Several times in a day,Several times in a day,Several times in a day,Several times in a day,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
126,Woman,20-24,Single,Engineer,Private sector,Iphone 7S,Garanti,10+,7,NO,Several times in a day,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
127,Woman,45-50,Single,,Public institution ,Samsung S6 EDGE,Yapi Kredi,10+,7,Yes,Several times in a month,Several times in a month,I Prefer Internet Banking,Once in a month,Once in a month,Never,Several times in a month,Several times in a month,Never,Never,Several times in a month,Never,Several times in a month,Several times in a day,Several times in a month,Once or several times a year,Never,Never,-,-,-,-,-,-,-,-,-,-,-,Never,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Once in a month,Never
128,Man,31-35,Married,Engineer,Public institution ,Iphone 4S,Garanti,10+,3,No,Several times in a week,Several times in a week,Several times in a week,Once in a month,Several times in a month,Several times in a month,Several times in a month,Never,Never,Several times in a week,Never,Several times in a week,Once or several times a year,Several times in a month,,Never,Once in a month,Several times in a month,I Prefer Internet Banking,Never,Never,Never,Never,Once in a month,Never,Never,Never,Once in a month,-,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
