ID,Gender,Age,Marital Status,Job,Employment Status,Your Phone Model,Your bank information,How many years you are using internet banking application,How many years you are using mobile banking application,Do you find mobile application user-friendly,Internet banking usage frequency,Mobile banking usage frequency,Credit card debt inquiry,Credit card debt payment,Credit card limit transactions,Create & delete virtual card,Virtual card limit transactions,An additional new card application,Opening a new account,Balance check,Loan transaction,Transfer money to previously transferred account.,Transfer money to new account.,Invoice payment (If it is automatic payment than choose once in a day),Government payments,GSM transactions,Rent payment,Lottery transactions,HGS / OGS transactions,Tax / penalty transactions,SGK transactions,Bill transactions,Salary payment,Investment account transactions,Foreign money exchange transactions,Gold transactions,Investment fund transactions,Stock transactions,Public offering operations,Repo transactions,Bond transactions,Instant stock exchange transactions,Consumer credit usage,My credit accounts,Applying for mortgage ,Applying for car loan,Findeks risk report,New card application,New account opening,Request status,Foreign exchange calculation,Loan calculation,Make an appointment at a bank branch,Donate transactions,View payment schedule,View bank campaigns,Mobile signature use,Communicating with the bank
53,Woman,25-30,Single, public servant,,Iphone 6,Garanti,0-5,,Yes,Several times in a day,Several times in a day,Several times in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,Several times in a month,Never,,,Once in a month,Once or several times a year,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
54,Woman,41-45,,public servant,Public institution ,Samsung Note 3,Ziraat,0-5,3,No,Several times in a month,Several times in a week,Once in a month,Once in a month,Once in a month,Once in a month,,Never,Never,Once in a week,Once in a week,,Once or several times a year,Several times in a day,,Once or several times a year,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once in a month,Once or several times a year
55,Woman,41-45,,public servant,Public institution ,Samsung Note 3,Garanti,0-5,3,No,Several times in a month,Several times in a week,Once in a month,Once in a month,Once in a month,Once in a month,,Never,Never,Once in a week,Once in a week,,Once or several times a year,Several times in a day,,Once or several times a year,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once in a month,Once or several times a year
56,Woman,41-45,,public servant,Public institution ,Samsung Note 3,Vakifbank,0-5,3,No,Several times in a month,Several times in a week,Once in a month,Once in a month,Once in a month,Once in a month,,Never,Never,Once in a week,Once in a week,,Once or several times a year,Several times in a day,,Once or several times a year,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once in a month,Once or several times a year
57,Man,41-45,Married,,Public institution ,Iphone 5,Ziraat,10+,6,Yes,Once or several times a year,Several times in a week,Several times in a month,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once in a day,Once or several times a year,Several times in a month,Once or several times a year,Several times in a day,Once or several times a year,Never,Never,Never,Once or several times a year,Once or several times a year,-,-,-,Once in a week,Once or several times a year,Once or several times a year,-,Once in a week,-,Once or several times a year,-,Once in a week,,,,-,-,Once or several times a year,Once or several times a year,-,-,-,-,-,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year
58,Man,41-45,Married,,Public institution ,Iphone 5,Isbank,10+,6,Yes,Once or several times a year,Several times in a week,Several times in a month,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once in a day,Once or several times a year,Several times in a month,Once or several times a year,Several times in a day,Once or several times a year,Never,Never,Never,Once or several times a year,Once or several times a year,-,-,-,Once in a week,Once or several times a year,Once or several times a year,-,Once in a week,-,Once or several times a year,-,Once in a week,,,,-,-,Once or several times a year,Once or several times a year,-,-,-,-,-,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year
59,Man,41-45,Married,,Public institution ,Iphone 5,Vakifbank,10+,6,Yes,Once or several times a year,Several times in a week,Several times in a month,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once in a day,Once or several times a year,Several times in a month,Once or several times a year,Several times in a day,Once or several times a year,Never,Never,Never,Once or several times a year,Once or several times a year,-,-,-,Once in a week,Once or several times a year,Once or several times a year,-,Once in a week,-,Once or several times a year,-,Once in a week,,,,-,-,Once or several times a year,Once or several times a year,-,-,-,-,-,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year
60,Man,25-30,Single, public servant,Public institution ,Samsung,Isbank,0-5,3,No,Several times in a day,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,-,-,-,I Prefer Internet Banking,-,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never
61,Man,31-35,Single, public servant,Public institution ,Samsung,Ziraat,5-10,0,Yes,Several times in a month,Never,I Prefer Internet Banking,Once or several times a year,Once or several times a year,Never,Never,Never,Never,I Prefer Internet Banking,Once or several times a year,Once or several times a year,Never,Never,Once or several times a year,I Prefer Internet Banking,Never,Once or several times a year,Never,Once or several times a year,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never
62,Man,36-40,Married,interpreter,Private sector,Iphone 6,Garanti,5-10,7,Yes,Once in a day,Once in a day,Once in a week,Once in a week,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Once in a day,Once in a day,Never,Never,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking
63,Man,36-40,Married, public servant,Public institution ,Samsung Note 4,Ziraat,5-10,6,Yes,Several times in a week,Several times in a week,Several times in a month,Once in a month,Once in a month,Once in a month,Once in a month,Never,Never,Several times in a month,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
64,Man,36-40,Married, public servant,Public institution ,Lenovo A7000,Ziraat,10+,3,NO,Several times in a day,Several times in a day,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Several times in a month,Never,Several times in a month,Several times in a month,Several times in a day,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,Never
65,Woman,41-45,Single, public servant,Public institution ,HTC DES?RE,Ziraat,5-10,0,Yes,Several times in a month,Never,Once in a month,Never,Never,Never,Never,Never,Never,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
66,Man,45-50,Married,,Public institution ,Samsung,Ziraat,10+,6,No,Several times in a week,Several times in a week,Several times in a month,Several times in a month,Once or several times a year,Never,Never,Never,Once or several times a year,Several times in a week,Several times in a week,Once in a month,Once or several times a year,Several times in a day,,Never,Never,Once in a month,Once or several times a year,Once or several times a year,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,-,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,I Prefer Internet Banking,Never,Several times in a month,Never,Never,Once in a month
67,Woman,45-50,Single, public servant,Public institution ,Iphone,Vakifbank,5-10,6,Yes,Once in a month,Several times in a month,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Once in a month,Never,Several times in a month,Once or several times a year,Never,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
68,Man,50+,Married, public servant,Public institution ,Samsung,Garanti,0-5,,Yes,Several times in a week,Never,Several times in a week,Once in a month,Once or several times a year,Never,Never,Never,Never,Several times in a week,Several times in a week,Several times in a week,Several times in a week,Several times in a week,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Once or several times a year,Never,Never,Several times in a month,Several times in a month,Never,Never
69,Man,41-45,Married, public servant,Public institution ,Samsung Note 4,Garanti,10+,6,Yes,Several times in a week,Once in a week,Several times in a month,Several times in a month,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Never,Several times in a month,Never,Once in a month,Never,I Prefer Internet Banking,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Several times in a month,Never,Never
70,Man,50+,Married, public servant,Public institution ,Samsung,Garanti,0-5,3,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
71,Woman,50+,Single, public servant,Public institution ,Iphone ,Ziraat,0-5,3,No,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,-,-,-,-,-,-,-,-,-,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
